Iteration,Algorithm,Resolution,GPU Time (ms),CPU Time (ms),PSNR (dB),SSIM
462,DWT (Legacy),FHD,0.843993,0.992896,45.5975,20.7647,0.412398
462,DWT (Legacy),FHD,0.844993,0.989088,41.6536,20.7619,0.412328
462,DWT (Legacy),FHD,0.845993,1.01171,39.8603,20.759,0.412187
463,DWT (Legacy),FHD,0.846993,0.998016,38.9506,20.7561,0.412038
463,DWT (Legacy),FHD,0.847993,0.988064,38.9386,20.7531,0.411972
463,DWT (Legacy),FHD,0.848993,0.989696,42.3481,20.7498,0.411962
463,DWT (Legacy),FHD,0.849993,1.02163,45.0514,20.7469,0.411895
464,DWT (Legacy),FHD,0.850993,0.985472,48.2823,20.744,0.411759
464,DWT (Legacy),FHD,0.851993,0.989184,44.4001,20.7412,0.411612
464,DWT (Legacy),FHD,0.852993,0.985376,43.1904,20.7382,0.411541
464,DWT (Legacy),FHD,0.853993,0.989184,40.0252,20.7349,0.41153
465,DWT (Legacy),FHD,0.854993,1.00419,42.4748,20.732,0.411462
465,DWT (Legacy),FHD,0.855993,0.98784,40.0307,20.7292,0.411335
465,DWT (Legacy),FHD,0.856993,0.993536,44.8329,20.7265,0.41119
465,DWT (Legacy),FHD,0.857993,0.985856,40.3915,20.7236,0.411117
466,DWT (Legacy),FHD,0.858993,1.00166,43.2254,20.7203,0.411102
466,DWT (Legacy),FHD,0.859993,1.51011,41.3933,20.7172,0.411032
466,DWT (Legacy),FHD,0.860992,0.988864,40.365,20.7145,0.410907
466,DWT (Legacy),FHD,0.861992,0.988448,43.1243,20.7119,0.410769
467,DWT (Legacy),FHD,0.862992,0.991264,40.8991,20.709,0.41069
467,DWT (Legacy),FHD,0.863992,0.989088,39.2364,20.7057,0.410679
467,DWT (Legacy),FHD,0.864992,0.988768,39.5691,20.7027,0.410608
467,DWT (Legacy),FHD,0.865992,0.98816,43.292,20.6999,0.410484
468,DWT (Legacy),FHD,0.866992,0.999584,41.937,20.6974,0.410352
468,DWT (Legacy),FHD,0.867992,0.995328,38.931,20.6946,0.410272
468,DWT (Legacy),FHD,0.868992,1.00762,41.2139,20.6915,0.410267
468,DWT (Legacy),FHD,0.869992,0.987136,39.9876,20.6882,0.410188
469,DWT (Legacy),FHD,0.870992,0.988832,39.9755,20.6855,0.410065
469,DWT (Legacy),FHD,0.871992,1.00224,39.0814,20.683,0.409942
469,DWT (Legacy),FHD,0.872992,0.9872,39.4858,20.6803,0.409861
469,DWT (Legacy),FHD,0.873992,0.9888,39.9332,20.6773,0.409858
470,DWT (Legacy),FHD,0.874992,0.985088,40.4397,20.6743,0.409786
470,DWT (Legacy),FHD,0.875992,0.98672,39.3057,20.6712,0.40965
470,DWT (Legacy),FHD,0.876992,0.987136,39.4043,20.6688,0.40953
470,DWT (Legacy),FHD,0.877992,0.989184,42.7533,20.6662,0.409458
471,DWT (Legacy),FHD,0.878992,0.98928,39.1374,20.6633,0.409449
471,DWT (Legacy),FHD,0.879992,0.98864,40.9334,20.6602,0.409382
471,DWT (Legacy),FHD,0.880992,0.987136,39.8377,20.6572,0.409254
471,DWT (Legacy),FHD,0.881992,0.987008,40.3462,20.6547,0.409126
472,DWT (Legacy),FHD,0.882992,0.990112,40.2595,20.6522,0.409059
472,DWT (Legacy),FHD,0.883992,0.988384,52.4833,20.6493,0.40905
472,DWT (Legacy),FHD,0.884992,0.987104,41.379,20.6463,0.408992
472,DWT (Legacy),FHD,0.885992,0.987136,39.8076,20.6432,0.408856
473,DWT (Legacy),FHD,0.886992,0.991488,39.7753,20.6407,0.408726
473,DWT (Legacy),FHD,0.887992,1.83296,47.6872,20.6383,0.408667
473,DWT (Legacy),FHD,0.888992,0.987136,40.3585,20.6355,0.40866
473,DWT (Legacy),FHD,0.889992,0.987136,43.7842,20.6326,0.408606
474,DWT (Legacy),FHD,0.890992,0.989184,42.7644,20.6297,0.40848
474,DWT (Legacy),FHD,0.891992,0.989184,40.7217,20.6268,0.408332
474,DWT (Legacy),FHD,0.892992,0.98528,39.4353,20.6245,0.408273
474,DWT (Legacy),FHD,0.893992,0.987648,38.8951,20.6219,0.40827
475,DWT (Legacy),FHD,0.894992,0.987008,40.5238,20.619,0.408215
475,DWT (Legacy),FHD,0.895992,1.01146,39.8415,20.6161,0.408095
475,DWT (Legacy),FHD,0.896992,0.987136,39.7966,20.6133,0.407952
475,DWT (Legacy),FHD,0.897992,0.997376,39.1211,20.6108,0.407881
476,DWT (Legacy),FHD,0.898992,0.989184,39.944,20.6083,0.407878
476,DWT (Legacy),FHD,0.899992,0.986688,39.0719,20.6055,0.407824
476,DWT (Legacy),FHD,0.900992,0.985088,38.8058,20.6026,0.407702
476,DWT (Legacy),FHD,0.901992,0.988192,40.2414,20.5998,0.407558
477,DWT (Legacy),FHD,0.902992,0.986784,41.3067,20.5973,0.407486
477,DWT (Legacy),FHD,0.903992,0.989152,40.4277,20.5949,0.40748
477,DWT (Legacy),FHD,0.904992,1.82477,42.2457,20.5922,0.407425
477,DWT (Legacy),FHD,0.905992,2.71578,40.392,20.5893,0.407306
478,DWT (Legacy),FHD,0.906992,0.987296,46.6774,20.5866,0.407176
478,DWT (Legacy),FHD,0.907992,0.989184,39.559,20.5839,0.407085
478,DWT (Legacy),FHD,0.908992,0.98768,43.9791,20.5816,0.407077
478,DWT (Legacy),FHD,0.909992,0.98864,42.0243,20.579,0.40702
479,DWT (Legacy),FHD,0.910992,0.98928,42.9961,20.5762,0.406907
479,DWT (Legacy),FHD,0.911992,0.987136,49.1976,20.5735,0.40677
479,DWT (Legacy),FHD,0.912992,0.985792,40.917,20.5709,0.406686
479,DWT (Legacy),FHD,0.913992,0.989184,42.0748,20.5684,0.406666
480,DWT (Legacy),FHD,0.914992,0.986304,38.8174,20.5659,0.406609
480,DWT (Legacy),FHD,0.915992,0.988512,40.9307,20.5632,0.406497
480,DWT (Legacy),FHD,0.916992,2.09914,41.9872,20.5606,0.406365
480,DWT (Legacy),FHD,0.917992,0.987136,50.8188,20.5579,0.406269
481,DWT (Legacy),FHD,0.918992,0.987456,44.8546,20.5554,0.406245
481,DWT (Legacy),FHD,0.919992,0.987168,43.3826,20.553,0.406193
481,DWT (Legacy),FHD,0.920992,0.987968,39.8846,20.5503,0.406082
481,DWT (Legacy),FHD,0.921992,0.987168,44.4465,20.5478,0.405952
482,DWT (Legacy),FHD,0.922992,0.987136,39.367,20.5451,0.405859
482,DWT (Legacy),FHD,0.923992,0.989248,38.5048,20.5425,0.405827
482,DWT (Legacy),FHD,0.924992,0.9888,39.4718,20.5401,0.405777
482,DWT (Legacy),FHD,0.925992,0.98656,49.8555,20.5376,0.405666
483,DWT (Legacy),FHD,0.926992,0.988576,40.4552,20.5351,0.405535
483,DWT (Legacy),FHD,0.927992,1.49981,40.0181,20.5325,0.405438
483,DWT (Legacy),FHD,0.928992,1.00762,39.7535,20.5299,0.405406
483,DWT (Legacy),FHD,0.929992,1.00541,39.5575,20.5274,0.405356
484,DWT (Legacy),FHD,0.930992,0.98736,40.8369,20.525,0.405252
484,DWT (Legacy),FHD,0.931992,0.987296,39.1778,20.5225,0.405123
484,DWT (Legacy),FHD,0.932992,0.987104,43.0858,20.5201,0.405025
484,DWT (Legacy),FHD,0.933992,1.46842,44.0673,20.5173,0.40499
485,DWT (Legacy),FHD,0.934992,0.991776,40.0641,20.5149,0.404938
485,DWT (Legacy),FHD,0.935992,0.986784,44.4522,20.5125,0.40484
485,DWT (Legacy),FHD,0.936992,0.98624,39.8753,20.5101,0.404713
485,DWT (Legacy),FHD,0.937991,1.52659,40.2927,20.5078,0.404612
486,DWT (Legacy),FHD,0.938991,0.991232,38.5423,20.505,0.404576
486,DWT (Legacy),FHD,0.939991,0.988384,43.1625,20.5024,0.404525
486,DWT (Legacy),FHD,0.940991,0.991232,40.5305,20.5001,0.404429
486,DWT (Legacy),FHD,0.941991,0.987136,38.4491,20.4979,0.40431
487,DWT (Legacy),FHD,0.942991,0.98528,39.5313,20.4956,0.404205
487,DWT (Legacy),FHD,0.943991,0.989184,39.7834,20.4929,0.404166
487,DWT (Legacy),FHD,0.944991,0.989184,39.8821,20.4903,0.404115
487,DWT (Legacy),FHD,0.945991,1.8393,41.7793,20.4879,0.40402
488,DWT (Legacy),FHD,0.946991,0.986112,38.9988,20.4858,0.403906
488,DWT (Legacy),FHD,0.947991,0.987936,39.5176,20.4835,0.403804
488,DWT (Legacy),FHD,0.948991,0.987264,38.7256,20.4809,0.403766
488,DWT (Legacy),FHD,0.949991,0.988992,42.3736,20.4782,0.40371
489,DWT (Legacy),FHD,0.950991,1.50237,40.403,20.4758,0.403616
489,DWT (Legacy),FHD,0.951991,0.997408,40.3481,20.4738,0.403509
489,DWT (Legacy),FHD,0.952991,0.986432,39.9327,20.4716,0.40341
489,DWT (Legacy),FHD,0.953991,0.991232,42.3746,20.4691,0.403373
490,DWT (Legacy),FHD,0.954991,1.82477,40.4972,20.4665,0.403322
490,DWT (Legacy),FHD,0.955991,0.986144,38.6833,20.4639,0.403217
490,DWT (Legacy),FHD,0.956991,0.987072,39.5524,20.4619,0.403114
490,DWT (Legacy),FHD,0.957991,0.999424,39.1033,20.4598,0.403022
491,DWT (Legacy),FHD,0.958991,0.994752,39.0993,20.4574,0.402984
491,DWT (Legacy),FHD,0.959991,0.985248,39.7874,20.4549,0.402935
491,DWT (Legacy),FHD,0.960991,0.988992,39.7127,20.4523,0.402835
491,DWT (Legacy),FHD,0.961991,0.986752,41.1462,20.4502,0.402728
492,DWT (Legacy),FHD,0.962991,0.98528,40.3993,20.4482,0.402641
492,DWT (Legacy),FHD,0.963991,0.98928,40.6083,20.4458,0.402603
492,DWT (Legacy),FHD,0.964991,0.987136,39.9795,20.4433,0.402553
492,DWT (Legacy),FHD,0.965991,0.988288,39.148,20.4407,0.402452
493,DWT (Legacy),FHD,0.966991,0.988,38.645,20.4386,0.402345
493,DWT (Legacy),FHD,0.967991,0.987904,42.0393,20.4367,0.40227
493,DWT (Legacy),FHD,0.968991,0.991232,43.9427,20.4345,0.402234
493,DWT (Legacy),FHD,0.969991,1.00557,40.497,20.4319,0.402187
494,DWT (Legacy),FHD,0.970991,0.98576,39.0686,20.4295,0.402093
494,DWT (Legacy),FHD,0.971991,0.989184,40.2799,20.4272,0.401974
494,DWT (Legacy),FHD,0.972991,0.987136,40.1057,20.4253,0.401898
494,DWT (Legacy),FHD,0.973991,0.987136,42.7669,20.4232,0.401868
495,DWT (Legacy),FHD,0.974991,0.991232,40.1992,20.4209,0.401824
495,DWT (Legacy),FHD,0.975991,1.00966,39.1169,20.4184,0.40173
495,DWT (Legacy),FHD,0.976991,1.00131,40.5012,20.416,0.401614
495,DWT (Legacy),FHD,0.977991,0.987392,40.2872,20.4141,0.401533
496,DWT (Legacy),FHD,0.978991,0.989184,40.5984,20.4121,0.401505
496,DWT (Legacy),FHD,0.979991,0.989408,41.0232,20.4098,0.401463
496,DWT (Legacy),FHD,0.980991,0.987264,39.4091,20.4074,0.401374
496,DWT (Legacy),FHD,0.981991,0.98768,43.0498,20.4049,0.401252
497,DWT (Legacy),FHD,0.982991,0.986848,41.2717,20.403,0.40117
497,DWT (Legacy),FHD,0.983991,0.989184,39.1908,20.4011,0.401143
497,DWT (Legacy),FHD,0.984991,0.989152,40.4979,20.3988,0.401103
497,DWT (Legacy),FHD,0.985991,0.986944,42.8487,20.3965,0.401017
498,DWT (Legacy),FHD,0.986991,0.98704,42.6055,20.3941,0.400902
498,DWT (Legacy),FHD,0.987991,0.98768,39.9778,20.3921,0.400807
498,DWT (Legacy),FHD,0.988991,0.988544,41.5184,20.3902,0.400777
498,DWT (Legacy),FHD,0.989991,0.987296,38.9779,20.3881,0.400735
499,DWT (Legacy),FHD,0.990991,0.987456,48.3369,20.3858,0.400652
499,DWT (Legacy),FHD,0.991991,0.985952,38.5748,20.3834,0.400537
499,DWT (Legacy),FHD,0.992991,0.986816,39.8342,20.3815,0.400449
499,DWT (Legacy),FHD,0.993991,0.989184,39.9877,20.3795,0.400407
500,DWT (Legacy),FHD,0.994991,0.989184,38.9255,20.3774,0.400365
500,DWT (Legacy),FHD,0.995991,1.00352,40.6553,20.3752,0.400282
500,DWT (Legacy),FHD,0.996991,0.987776,39.7766,20.373,0.400177
500,DWT (Legacy),FHD,0.997991,0.987232,41.3771,20.3708,0.400078
501,DWT (Legacy),FHD,0.998991,0.987328,39.6206,20.3689,0.400035
501,DWT (Legacy),FHD,0.999991,1.00314,40.8973,20.367,0.399992
501,SVD (Block),FHD,0,1.35648,43.2802,70.7175,0.999965
501,SVD (Block),FHD,0.001,1.29338,39.9656,58.3159,0.999329
502,SVD (Block),FHD,0.002,1.31686,39.8267,55.3133,0.998466
502,SVD (Block),FHD,0.003,1.30477,40.937,53.5563,0.997431
502,SVD (Block),FHD,0.004,1.30397,39.8268,52.3231,0.996239
502,SVD (Block),FHD,0.005,1.32006,42.8455,51.0036,0.994608
503,SVD (Block),FHD,0.006,1.30717,40.6784,49.705,0.992545
503,SVD (Block),FHD,0.007,1.29456,38.8816,48.5661,0.99015
503,SVD (Block),FHD,0.008,1.32077,43.0189,47.5917,0.987497
503,SVD (Block),FHD,0.009,1.31043,41.9338,46.669,0.984448
504,SVD (Block),FHD,0.01,1.29232,42.0127,45.8142,0.981043
504,SVD (Block),FHD,0.011,1.33619,40.4669,45.0374,0.977348
504,SVD (Block),FHD,0.012,1.31392,42.506,44.3398,0.97341
504,SVD (Block),FHD,0.013,1.29843,41.6038,43.6837,0.969161
505,SVD (Block),FHD,0.014,1.30429,42.8607,43.0692,0.964631
505,SVD (Block),FHD,0.015,1.29072,40.5346,42.4919,0.959801
505,SVD (Block),FHD,0.016,1.32717,41.9729,41.9573,0.95479
505,SVD (Block),FHD,0.017,1.30019,39.3588,41.4474,0.949508
506,SVD (Block),FHD,0.018,2.15494,41.0294,40.9683,0.944058
506,SVD (Block),FHD,0.019,1.3017,39.5407,40.511,0.938325
506,SVD (Block),FHD,0.02,1.33251,41.3248,40.0794,0.93244
506,SVD (Block),FHD,0.021,1.30176,39.5866,39.666,0.926367
507,SVD (Block),FHD,0.022,1.32301,38.6676,39.2731,0.920117
507,SVD (Block),FHD,0.023,1.30074,41.597,38.896,0.913741
507,SVD (Block),FHD,0.024,1.30848,39.9148,38.5366,0.907209
507,SVD (Block),FHD,0.025,1.3232,45.7346,38.1899,0.900559
508,SVD (Block),FHD,0.026,1.33696,39.349,37.8556,0.893743
508,SVD (Block),FHD,0.027,1.30474,42.9004,37.535,0.886843
508,SVD (Block),FHD,0.028,1.29878,40.0713,37.2268,0.879882
508,SVD (Block),FHD,0.029,1.30928,41.5263,36.9282,0.872839
509,SVD (Block),FHD,0.03,1.30675,41.317,36.6407,0.865702
509,SVD (Block),FHD,0.031,1.34182,39.7412,36.3625,0.858534
509,SVD (Block),FHD,0.032,1.32618,40.2002,36.0927,0.851305
509,SVD (Block),FHD,0.033,1.32262,42.7202,35.8299,0.84399
510,SVD (Block),FHD,0.034,1.28877,41.0495,35.576,0.836663
510,SVD (Block),FHD,0.035,1.29434,41.0059,35.3301,0.82936
510,SVD (Block),FHD,0.036,1.86176,43.8355,35.0905,0.822004
510,SVD (Block),FHD,0.037,1.32506,38.9721,34.8579,0.814638
511,SVD (Block),FHD,0.038,1.29485,38.9205,34.6314,0.807247
511,SVD (Block),FHD,0.039,1.91898,41.8179,34.4106,0.799904
511,SVD (Block),FHD,0.04,1.29898,43.0347,34.195,0.79254
511,SVD (Block),FHD,0.041,1.33398,40.8164,33.985,0.785202
512,SVD (Block),FHD,0.042,1.31437,40.7613,33.7808,0.777937
512,SVD (Block),FHD,0.043,1.30845,39.4647,33.5814,0.770661
512,SVD (Block),FHD,0.044,1.30867,40.498,33.3859,0.763398
512,SVD (Block),FHD,0.045,1.29024,41.1998,33.1946,0.756172
513,SVD (Block),FHD,0.046,1.30262,41.5599,33.0081,0.748987
513,SVD (Block),FHD,0.047,1.29229,39.1417,32.827,0.741909
513,SVD (Block),FHD,0.048,1.32506,41.4187,32.6474,0.734786
513,SVD (Block),FHD,0.049,1.30714,41.3995,32.4715,0.727742
514,SVD (Block),FHD,0.05,1.29872,38.7586,32.301,0.720818
514,SVD (Block),FHD,0.051,1.30458,39.6687,32.1334,0.713917
514,SVD (Block),FHD,0.052,2.15328,42.2476,31.9689,0.707067
514,SVD (Block),FHD,0.053,1.31686,40.2754,31.8067,0.700229
515,SVD (Block),FHD,0.054,1.29917,40.7027,31.6492,0.693524
515,SVD (Block),FHD,0.055,2.14358,42.623,31.4938,0.686861
515,SVD (Block),FHD,0.056,1.29869,39.3511,31.3404,0.680253
515,SVD (Block),FHD,0.057,1.34586,39.7143,31.1908,0.67378
516,SVD (Block),FHD,0.058,1.28378,40.1504,31.0435,0.667519
516,SVD (Block),FHD,0.059,1.29622,52.9679,30.8862,0.65983
516,SVD (Block),FHD,0.06,1.33117,42.0564,30.7578,0.654342
516,SVD (Block),FHD,0.061,1.31258,41.7931,30.6182,0.648162
517,SVD (Block),FHD,0.062,1.30931,41.3061,30.4804,0.641993
517,SVD (Block),FHD,0.0629999,1.33779,40.9642,30.3461,0.635946
517,SVD (Block),FHD,0.064,1.31072,40.4636,30.2123,0.629894
517,SVD (Block),FHD,0.065,1.31958,41.3437,30.0811,0.623942
518,SVD (Block),FHD,0.066,1.31485,39.6764,29.9525,0.618039
518,SVD (Block),FHD,0.067,1.32301,40.7516,29.8242,0.612191
518,SVD (Block),FHD,0.068,1.32915,41.1556,29.6997,0.606498
518,SVD (Block),FHD,0.069,1.31891,49.3961,29.577,0.600846
519,SVD (Block),FHD,0.07,1.29821,45.0398,29.4555,0.595238
519,SVD (Block),FHD,0.071,1.2991,49.611,29.3355,0.589686
519,SVD (Block),FHD,0.072,1.30675,42.3236,29.2178,0.584271
519,SVD (Block),FHD,0.073,1.29331,44.6107,29.1012,0.57888
520,SVD (Block),FHD,0.074,1.34381,45.8545,28.9871,0.573578
520,SVD (Block),FHD,0.075,1.31994,50.6799,28.8751,0.568339
520,SVD (Block),FHD,0.076,1.33053,46.5378,28.7638,0.563364
520,SVD (Block),FHD,0.077,1.30109,63.3933,28.653,0.558156
521,SVD (Block),FHD,0.078,1.28829,42.5036,28.5439,0.553099
521,SVD (Block),FHD,0.079,1.30826,43.2272,28.4373,0.548154
521,SVD (Block),FHD,0.08,1.36806,44.9954,28.3309,0.543277
521,SVD (Block),FHD,0.081,1.30611,48.6633,28.2265,0.538456
522,SVD (Block),FHD,0.082,1.31482,44.4087,28.1239,0.533737
522,SVD (Block),FHD,0.083,2.17763,41.3439,28.0219,0.529051
522,SVD (Block),FHD,0.084,1.30051,41.1642,27.921,0.524426
522,SVD (Block),FHD,0.085,1.29037,43.3333,27.822,0.519881
523,SVD (Block),FHD,0.086,1.31379,42.0623,27.7243,0.515411
523,SVD (Block),FHD,0.087,1.32259,40.1336,27.6269,0.510975
523,SVD (Block),FHD,0.088,2.15654,40.9531,27.5306,0.506599
523,SVD (Block),FHD,0.089,1.31824,39.6059,27.436,0.502307
524,SVD (Block),FHD,0.09,1.29229,41.5897,27.343,0.498108
524,SVD (Block),FHD,0.091,1.31482,43.7643,27.2503,0.493937
524,SVD (Block),FHD,0.092,1.31891,42.2928,27.1589,0.489849
524,SVD (Block),FHD,0.093,1.34355,42.1312,27.0685,0.485737
525,SVD (Block),FHD,0.094,1.29811,40.5039,26.9781,0.48172
525,SVD (Block),FHD,0.095,1.3361,41.0279,26.8897,0.477793
525,SVD (Block),FHD,0.096,1.2935,41.1785,26.8018,0.473901
525,SVD (Block),FHD,0.097,1.28374,40.0526,26.7155,0.470095
526,SVD (Block),FHD,0.098,1.29046,40.7678,26.63,0.466339
526,SVD (Block),FHD,0.099,1.29843,39.5702,26.545,0.462609
526,SVD (Block),FHD,0.1,1.32403,42.1192,26.461,0.458934
526,SVD (Block),FHD,0.101,1.32176,39.491,26.3779,0.455325
527,SVD (Block),FHD,0.102,1.28989,41.2024,26.2958,0.451768
527,SVD (Block),FHD,0.103,1.30592,41.4863,26.214,0.448237
527,SVD (Block),FHD,0.104,1.31686,40.3276,26.1333,0.444781
527,SVD (Block),FHD,0.105,1.34598,40.0318,26.0533,0.441375
528,SVD (Block),FHD,0.106,1.33123,40.9291,25.9742,0.438003
528,SVD (Block),FHD,0.107,1.30941,40.292,25.8963,0.434709
528,SVD (Block),FHD,0.108,1.31405,40.099,25.8183,0.4314
528,SVD (Block),FHD,0.109,1.3312,40.0724,25.7417,0.428208
529,SVD (Block),FHD,0.11,1.30678,39.2844,25.6655,0.425012
529,SVD (Block),FHD,0.111,1.29149,40.0242,25.5899,0.421864
529,SVD (Block),FHD,0.112,1.30534,39.6562,25.5151,0.418767
529,SVD (Block),FHD,0.113,1.28493,41.2332,25.4412,0.415723
530,SVD (Block),FHD,0.114,1.29002,40.6513,25.3682,0.412736
530,SVD (Block),FHD,0.115,1.30867,45.5783,25.2952,0.409795
530,SVD (Block),FHD,0.116,1.34755,43.0817,25.223,0.406876
530,SVD (Block),FHD,0.117,1.33878,41.241,25.1518,0.403986
531,SVD (Block),FHD,0.118,1.30253,40.8673,25.0811,0.401126
531,SVD (Block),FHD,0.119,1.30419,42.1549,25.0106,0.398323
531,SVD (Block),FHD,0.12,1.35373,39.8857,24.941,0.395569
531,SVD (Block),FHD,0.121,1.31277,41.197,24.8723,0.392879
532,SVD (Block),FHD,0.122,1.29088,39.9147,24.804,0.3902
532,SVD (Block),FHD,0.123,1.32301,39.692,24.7361,0.387553
532,SVD (Block),FHD,0.124,1.32915,44.6082,24.6688,0.38494
532,SVD (Block),FHD,0.125,1.288,40.1289,24.6022,0.382347
533,SVD (Block),FHD,0.126,1.34262,44.7998,24.5358,0.379805
533,SVD (Block),FHD,0.127,1.29434,45.2205,24.4702,0.377295
533,SVD (Block),FHD,0.128,1.30032,40.169,24.4055,0.374828
533,SVD (Block),FHD,0.129,1.30086,47.4141,24.3404,0.372383
534,SVD (Block),FHD,0.13,1.29638,52.431,24.2767,0.369977
534,SVD (Block),FHD,0.131,1.83501,39.7943,24.2136,0.36763
534,SVD (Block),FHD,0.132,1.29843,40.5405,24.1503,0.365258
534,SVD (Block),FHD,0.133,1.32877,39.6434,24.0876,0.362949
535,SVD (Block),FHD,0.134,1.92307,39.8947,24.0257,0.360671
535,SVD (Block),FHD,0.135,2.15859,43.6189,23.9639,0.35842
535,SVD (Block),FHD,0.136,1.31024,47.0001,23.9029,0.356194
535,SVD (Block),FHD,0.137,1.34614,52.082,23.8423,0.354013
536,SVD (Block),FHD,0.138,1.30179,43.4371,23.7822,0.35185
536,SVD (Block),FHD,0.139,1.336,41.4239,23.7224,0.349716
536,SVD (Block),FHD,0.14,1.85728,41.1564,23.6631,0.347608
536,SVD (Block),FHD,0.141,1.29638,39.8102,23.6043,0.34552
537,SVD (Block),FHD,0.142,1.3095,40.2293,23.5457,0.343454
537,SVD (Block),FHD,0.143,1.27594,39.753,23.4878,0.341436
537,SVD (Block),FHD,0.144,1.33235,47.8328,23.43,0.339434
537,SVD (Block),FHD,0.145,1.36272,41.5856,23.3732,0.337465
538,SVD (Block),FHD,0.146,1.33917,42.3852,23.3165,0.335517
538,SVD (Block),FHD,0.147,1.31517,39.5762,23.2594,0.333572
538,SVD (Block),FHD,0.148,1.2935,41.0598,23.2041,0.331689
538,SVD (Block),FHD,0.149,1.29229,41.9168,23.1488,0.329822
539,SVD (Block),FHD,0.15,1.29267,40.8545,23.0935,0.327956
539,SVD (Block),FHD,0.151,1.33789,42.3812,23.0376,0.326102
539,SVD (Block),FHD,0.152,1.31818,40.6512,22.9843,0.324296
539,SVD (Block),FHD,0.153,1.30608,39.9587,22.9308,0.322575
540,SVD (Block),FHD,0.154,1.30918,40.9432,22.8767,0.320835
540,SVD (Block),FHD,0.155,1.30397,39.3736,22.8229,0.319065
540,SVD (Block),FHD,0.156,1.28819,39.8769,22.77,0.317364
540,SVD (Block),FHD,0.157,2.74298,42.1497,22.7173,0.315645
541,SVD (Block),FHD,0.158,1.30493,40.1238,22.6652,0.313963
541,SVD (Block),FHD,0.159,1.32029,40.24,22.6131,0.31233
541,SVD (Block),FHD,0.16,1.28614,43.5443,22.5615,0.310679
541,SVD (Block),FHD,0.161,1.31277,40.4507,22.5103,0.309069
542,SVD (Block),FHD,0.162,1.29315,39.8765,22.4597,0.307478
542,SVD (Block),FHD,0.163,1.28627,43.2063,22.4093,0.305889
542,SVD (Block),FHD,0.164,1.31686,39.3462,22.3589,0.30438
542,SVD (Block),FHD,0.165,1.33731,40.7965,22.3085,0.302817
543,SVD (Block),FHD,0.166,1.88611,41.6147,22.2587,0.301292
543,SVD (Block),FHD,0.167,1.31482,39.9241,22.2094,0.29979
543,SVD (Block),FHD,0.168,1.34272,42.5286,22.1603,0.298297
543,SVD (Block),FHD,0.169,1.33293,39.6233,22.112,0.296844
544,SVD (Block),FHD,0.17,1.31072,40.281,22.0632,0.295401
544,SVD (Block),FHD,0.171,1.29638,41.2425,22.0151,0.293958
544,SVD (Block),FHD,0.172,1.34416,39.8941,21.9675,0.292546
544,SVD (Block),FHD,0.173,1.31536,40.8686,21.9199,0.291143
545,SVD (Block),FHD,0.174,1.29802,39.6112,21.8725,0.289765
545,SVD (Block),FHD,0.175,1.31011,43.9431,21.8255,0.288398
545,SVD (Block),FHD,0.176,1.31123,39.9332,21.7791,0.287064
545,SVD (Block),FHD,0.177,1.28819,40.0707,21.7327,0.285697
546,SVD (Block),FHD,0.178,1.29891,40.3055,21.6863,0.284384
546,SVD (Block),FHD,0.179,1.32714,39.9224,21.6403,0.283083
546,SVD (Block),FHD,0.18,1.31264,42.6613,21.5948,0.2818
546,SVD (Block),FHD,0.181,1.31482,39.6331,21.5495,0.280523
547,SVD (Block),FHD,0.182,1.29827,39.9781,21.5044,0.27926
547,SVD (Block),FHD,0.183,1.29277,41.5056,21.4595,0.278017
547,SVD (Block),FHD,0.184,2.74442,40.5451,21.4151,0.276785
547,SVD (Block),FHD,0.185,1.32835,39.1717,21.3707,0.275575
548,SVD (Block),FHD,0.186,1.3353,44.8141,21.3265,0.274372
548,SVD (Block),FHD,0.187,1.3039,41.8326,21.2827,0.273184
548,SVD (Block),FHD,0.188,1.29267,40.8885,21.2392,0.271996
548,SVD (Block),FHD,0.189,1.32,41.1334,21.1961,0.270847
549,SVD (Block),FHD,0.19,1.3056,41.0802,21.1528,0.269687
549,SVD (Block),FHD,0.191,1.32915,39.446,21.1099,0.26855
549,SVD (Block),FHD,0.192,1.30211,41.1776,21.0675,0.267419
549,SVD (Block),FHD,0.193,1.28205,40.5423,21.0245,0.266292
550,SVD (Block),FHD,0.194,1.31338,40.8564,20.9825,0.265191
550,SVD (Block),FHD,0.195,1.31072,41.5771,20.9407,0.264107
550,SVD (Block),FHD,0.196,1.29018,43.7596,20.8991,0.26303
550,SVD (Block),FHD,0.197,1.29843,41.1173,20.8574,0.261951
551,SVD (Block),FHD,0.198,1.30374,40.484,20.8163,0.260895
551,SVD (Block),FHD,0.199,1.28746,46.588,20.7754,0.259858
551,SVD (Block),FHD,0.2,1.28614,40.0955,20.7344,0.258817
551,SVD (Block),FHD,0.201,1.31747,41.0145,20.6935,0.257792
552,SVD (Block),FHD,0.202,1.2841,40.7411,20.653,0.25677
552,SVD (Block),FHD,0.203,1.33552,40.5308,20.6129,0.255779
552,SVD (Block),FHD,0.204,1.3271,41.3168,20.5731,0.254787
552,SVD (Block),FHD,0.205,1.3393,40.3047,20.5333,0.253814
553,SVD (Block),FHD,0.206,1.30534,42.0425,20.4934,0.252817
553,SVD (Block),FHD,0.207,1.33424,42.1696,20.4541,0.251865
553,SVD (Block),FHD,0.208,1.31072,40.0904,20.4151,0.250922
